Discipline,Tag_No,Form_Title,Done
EL,01-EJB2-2-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L2-01,Lighting install,1
EL,01-EJB2-2-L2-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L2-02,Lighting install,1
EL,01-EJB2-2-L2-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L2-03,Lighting install,1
EL,01-EJB2-2-L2-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L2-04,Lighting install,0
EL,01-EJB2-2-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L3-01,Lighting install,1
EL,01-EJB2-2-L3-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L3-02,Lighting install,1
EL,01-EJB2-2-L3-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-EJB2-2-L3-03,Lighting install,0
EL,01-JB-1,panel & box install,0
EL,01-JB1-1-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-01,Lighting install,1
EL,01-JB1-1-L1-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-02,Lighting install,1
EL,01-JB1-1-L1-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-03,Lighting install,1
EL,01-JB1-1-L1-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-04,Lighting install,1
EL,01-JB1-1-L1-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-05,Lighting install,0
EL,01-JB1-1-L1-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-06,Lighting install,0
EL,01-JB1-1-L1-07,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-07,Lighting install,0
EL,01-JB1-1-L1-08,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L1-08,Lighting install,0
EL,01-JB1-1-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-01,Lighting install,1
EL,01-JB1-1-L2-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-02,Lighting install,1
EL,01-JB1-1-L2-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-03,Lighting install,1
EL,01-JB1-1-L2-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-04,Lighting install,1
EL,01-JB1-1-L2-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-05,Lighting install,0
EL,01-JB1-1-L2-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-06,Lighting install,0
EL,01-JB1-1-L2-07,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-07,Lighting install,0
EL,01-JB1-1-L2-08,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L2-08,Lighting install,0
EL,01-JB1-1-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-01,Lighting install,1
EL,01-JB1-1-L3-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-02,Lighting install,1
EL,01-JB1-1-L3-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-03,Lighting install,1
EL,01-JB1-1-L3-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-04,Lighting install,1
EL,01-JB1-1-L3-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-05,Lighting install,0
EL,01-JB1-1-L3-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-06,Lighting install,0
EL,01-JB1-1-L3-07,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-07,Lighting install,0
EL,01-JB1-1-L3-08,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB1-1-L3-08,Lighting install,0
EL,01-JB2-2,panel & box install,1
EL,01-JB2-2-FJB,Cable pulling C,1
EL,01-JB2-2-FJB,ITP for cable install C,0
EL,01-JB2-2-FJB,LV.Cont. cable megger test T,0
EL,01-JB2-2-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-01,Lighting install,1
EL,01-JB2-2-L1-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-02,Lighting install,1
EL,01-JB2-2-L1-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-03,Lighting install,1
EL,01-JB2-2-L1-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-04,Lighting install,1
EL,01-JB2-2-L1-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-05,Lighting install,1
EL,01-JB2-2-L1-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-06,Lighting install,0
EL,01-JB2-2-L1-07,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L1-07,Lighting install,0
EL,01-JB2-2-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-01,Lighting install,1
EL,01-JB2-2-L2-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-02,Lighting install,1
EL,01-JB2-2-L2-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-03,Lighting install,1
EL,01-JB2-2-L2-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-04,Lighting install,1
EL,01-JB2-2-L2-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-05,Lighting install,1
EL,01-JB2-2-L2-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-06,Lighting install,0
EL,01-JB2-2-L2-07,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L2-07,Lighting install,0
EL,01-JB2-2-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L3-01,Lighting install,1
EL,01-JB2-2-L3-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L3-02,Lighting install,1
EL,01-JB2-2-L3-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L3-03,Lighting install,1
EL,01-JB2-2-L3-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L3-04,Lighting install,1
EL,01-JB2-2-L3-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L3-05,Lighting install,1
EL,01-JB2-2-L3-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-JB2-2-L3-06,Lighting install,0
EL,01-PJB1,PA.GA Speaker&Beacon Loop,0
EL,01-PJB1,PA.GA CHECK LIST,0
EL,01-SJB1-1,panel & box install,1
EL,01-SJB1-1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-01,Lighting install,1
EL,01-SJB1-1-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-02,Lighting install,1
EL,01-SJB1-1-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-03,Lighting install,1
EL,01-SJB1-1-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-04,Lighting install,1
EL,01-SJB1-1-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-05,Lighting install,1
EL,01-SJB1-1-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-06,Lighting install,1
EL,01-SJB1-1-07,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-07,Lighting install,1
EL,01-SJB1-1-08,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-08,Lighting install,1
EL,01-SJB1-1-09,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-09,Lighting install,1
EL,01-SJB1-1-10,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-10,Lighting install,0
EL,01-SJB1-1-11,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,01-SJB1-1-11,Lighting install,0
EL,01-SJB1-1-CR,Cable pulling C,0
EL,01-SJB1-1-CR,ITP for cable install C,0
EL,01-SJB1-1-CR,LV.Cont. cable megger test T,0
EL,01-SJB1-1-FJB,Cable pulling C,1
EL,01-SJB1-1-FJB,ITP for cable install C,0
EL,01-SJB1-1-FJB,LV.Cont. cable megger test T,0
EL,01-SJB1-1-LAB,Cable pulling C,0
EL,01-SJB1-1-LAB,ITP for cable install C,0
EL,01-SJB1-1-LAB,LV.Cont. cable megger test T,0
EL,01-SP-01,PA.GA Speaker&Beacon Loop,0
EL,01-SP-01,PA.GA CHECK LIST,0
EL,01-SP-02,PA.GA Speaker&Beacon Loop,0
EL,01-SP-02,PA.GA CHECK LIST,0
EL,01-SP-03,PA.GA Speaker&Beacon Loop,0
EL,01-SP-03,PA.GA CHECK LIST,0
EL,01-SP-04,PA.GA Speaker&Beacon Loop,0
EL,01-SP-04,PA.GA CHECK LIST,1
EL,01-SP-05,PA.GA Speaker&Beacon Loop,0
EL,01-SP-05,PA.GA CHECK LIST,1
EL,01-SP-06,PA.GA Speaker&Beacon Loop,0
EL,01-SP-06,PA.GA CHECK LIST,0
EL,02-AWLP1-1-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP1-1-L1-01,Lighting install,0
EL,02-AWLP1-1-L1-01-FJB01,Cable pulling C,0
EL,02-AWLP1-1-L1-01-FJB01,ITP for cable install C,0
EL,02-AWLP1-1-L1-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP1-2-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP1-2-L1-01,Lighting install,0
EL,02-AWLP1-2-L1-01-FJB01,Cable pulling C,0
EL,02-AWLP1-2-L1-01-FJB01,ITP for cable install C,0
EL,02-AWLP1-2-L1-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP1-3-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP1-3-L1-01,Lighting install,0
EL,02-AWLP1-3-L1-01-FJB01,Cable pulling C,0
EL,02-AWLP1-3-L1-01-FJB01,ITP for cable install C,0
EL,02-AWLP1-3-L1-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP2-1-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP2-1-L2-01,Lighting install,0
EL,02-AWLP2-1-L2-01-FJB01,Cable pulling C,0
EL,02-AWLP2-1-L2-01-FJB01,ITP for cable install C,0
EL,02-AWLP2-1-L2-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP2-2-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP2-2-L2-01,Lighting install,0
EL,02-AWLP2-2-L2-01-FJB01,Cable pulling C,0
EL,02-AWLP2-2-L2-01-FJB01,ITP for cable install C,0
EL,02-AWLP2-2-L2-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP2-3-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP2-3-L2-01,Lighting install,0
EL,02-AWLP2-3-L2-01-FJB01,Cable pulling C,0
EL,02-AWLP2-3-L2-01-FJB01,ITP for cable install C,0
EL,02-AWLP2-3-L2-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP3-1,Cable pulling C,0
EL,02-AWLP3-1,ITP for cable install C,0
EL,02-AWLP3-1,LV.Cont. cable megger test T,0
EL,02-AWLP3-1-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP3-1-L3-01,Lighting install,0
EL,02-AWLP3-1-L3-01-FJB01,Cable pulling C,0
EL,02-AWLP3-1-L3-01-FJB01,ITP for cable install C,0
EL,02-AWLP3-1-L3-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP3-1-MJB,Cable pulling C,0
EL,02-AWLP3-1-MJB,ITP for cable install C,0
EL,02-AWLP3-1-MJB,LV.Cont. cable megger test T,0
EL,02-AWLP3-2-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP3-2-L3-01,Lighting install,0
EL,02-AWLP3-2-L3-01-FJB01,Cable pulling C,0
EL,02-AWLP3-2-L3-01-FJB01,ITP for cable install C,0
EL,02-AWLP3-2-L3-01-FJB01,LV.Cont. cable megger test T,0
EL,02-AWLP3-3-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-AWLP3-3-L3-01,Lighting install,0
EL,02-AWLP3-3-L3-01-FJB01,Cable pulling C,0
EL,02-AWLP3-3-L3-01-FJB01,ITP for cable install C,0
EL,02-AWLP3-3-L3-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_1-1,panel & box install,0
EL,02-EJB1_1-1-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_1-1-L1-01,Lighting install,0
EL,02-EJB1_1-1-L1-01-FJB01,Cable pulling C,0
EL,02-EJB1_1-1-L1-01-FJB01,ITP for cable install C,0
EL,02-EJB1_1-1-L1-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_1-1-L1-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_1-1-L1-02,Lighting install,0
EL,02-EJB1_1-1-L1-02-FJB01,Cable pulling C,0
EL,02-EJB1_1-1-L1-02-FJB01,ITP for cable install C,0
EL,02-EJB1_1-1-L1-02-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_1-1-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_1-1-L2-01,Lighting install,0
EL,02-EJB1_1-1-L2-01-FJB01,Cable pulling C,0
EL,02-EJB1_1-1-L2-01-FJB01,ITP for cable install C,0
EL,02-EJB1_1-1-L2-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_1-1-L2-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_1-1-L2-02,Lighting install,0
EL,02-EJB1_1-1-L2-02-FJB01,Cable pulling C,0
EL,02-EJB1_1-1-L2-02-FJB01,ITP for cable install C,0
EL,02-EJB1_1-1-L2-02-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_1-1-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_1-1-L3-01,Lighting install,0
EL,02-EJB1_1-1-L3-01-FJB01,Cable pulling C,0
EL,02-EJB1_1-1-L3-01-FJB01,ITP for cable install C,0
EL,02-EJB1_1-1-L3-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1,panel & box install,0
EL,02-EJB1_2-1-L1-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L1-01,Lighting install,0
EL,02-EJB1_2-1-L1-01-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L1-01-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L1-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L1-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L1-02,Lighting install,0
EL,02-EJB1_2-1-L1-02-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L1-02-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L1-02-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L1-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L1-03,Lighting install,0
EL,02-EJB1_2-1-L1-03-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L1-03-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L1-03-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L1-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L1-04,Lighting install,0
EL,02-EJB1_2-1-L1-04-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L1-04-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L1-04-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L1-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L1-05,Lighting install,0
EL,02-EJB1_2-1-L1-05-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L1-05-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L1-05-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L2-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L2-01,Lighting install,0
EL,02-EJB1_2-1-L2-01-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L2-01-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L2-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L2-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L2-02,Lighting install,0
EL,02-EJB1_2-1-L2-02-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L2-02-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L2-02-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L2-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L2-03,Lighting install,0
EL,02-EJB1_2-1-L2-03-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L2-03-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L2-03-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L2-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L2-04,Lighting install,0
EL,02-EJB1_2-1-L2-04-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L2-04-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L2-04-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L2-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L2-05,Lighting install,0
EL,02-EJB1_2-1-L2-05-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L2-05-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L2-05-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L3-01,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L3-01,Lighting install,0
EL,02-EJB1_2-1-L3-01-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L3-01-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L3-01-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L3-02,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L3-02,Lighting install,0
EL,02-EJB1_2-1-L3-02-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L3-02-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L3-02-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L3-03,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L3-03,Lighting install,0
EL,02-EJB1_2-1-L3-03-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L3-03-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L3-03-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L3-04,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L3-04,Lighting install,0
EL,02-EJB1_2-1-L3-04-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L3-04-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L3-04-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L3-05,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L3-05,Lighting install,0
EL,02-EJB1_2-1-L3-05-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L3-05-FJB01,ITP for cable install C,0
EL,02-EJB1_2-1-L3-05-FJB01,LV.Cont. cable megger test T,0
EL,02-EJB1_2-1-L3-06,Miscellaeous-LVDB LIGHTING SMALL CIR.& EQ.TEST,0
EL,02-EJB1_2-1-L3-06,Lighting install,0
EL,02-EJB1_2-1-L3-06-FJB01,Cable pulling C,0
EL,02-EJB1_2-1-L3-06-FJB01,ITP for cable install C,0
